#,CUSTOM.date [local], CUSTOM.updateTime [local], OSD.flyTime, OSD.flyTime [s], OSD.latitude, OSD.longitude, OSD.height [ft], OSD.heightMax [ft], OSD.vpsHeight [ft], OSD.altitude [ft], OSD.hSpeed [MPH], OSD.hSpeedMax [MPH], OSD.xSpeed [MPH], OSD.xSpeedMax [MPH], OSD.ySpeed [MPH], OSD.ySpeedMax [MPH], OSD.zSpeed [MPH], OSD.zSpeedMax [MPH], OSD.pitch, OSD.roll, OSD.yaw, OSD.yaw [360], OSD.flycState, OSD.flycCommand, OSD.flightAction, OSD.gpsNum, OSD.gpsLevel, OSD.isGPSUsed, OSD.nonGPSCause, OSD.droneType, OSD.isSwaveWork, OSD.waveError, OSD.goHomeStatus, OSD.batteryType, OSD.ctrlDevice, OSD.isOnGround, OSD.isMotorOn, OSD.isMotorBlocked, OSD.motorStartFailedCause, OSD.motorFailReason, OSD.isImuPreheated, OSD.imuInitFailReason, OSD.isAcceletorOverRange, OSD.isBarometerDeadInAir, OSD.isCompassError, OSD.isGoHomeHeightModified, OSD.canIOCWork, OSD.isNotEnoughForce, OSD.isOutOfLimit, OSD.isPropellerCatapult, OSD.isVibrating, OSD.isVisionUsed, OSD.voltageWarning, GIMBAL.mode, GIMBAL.pitch, GIMBAL.roll, GIMBAL.yaw, GIMBAL.yaw [360], GIMBAL.isPitchAtLimit, GIMBAL.isRollAtLimit, GIMBAL.isYawAtLimit, GIMBAL.isStuck, CAMERA.isPhoto, CAMERA.isVideo, CAMERA.filename, CAMERA.sdCardIsInserted, CAMERA.sdCardState, RC.downlinkSignal, RC.uplinkSignal, RC.aileron, RC.elevator, RC.throttle, RC.rudder, RC.mode, RC.goHomeDepressed, RC.recordDepressed, RC.shutterDepressed, RC.playbackDepressed, RC.wheelDepressed, RC.wheelOffset, RC.custom1Depressed, RC.custom2Depressed, RC.custom3Depressed, RC.custom4Depressed, BATTERY.chargeLevel, BATTERY.currentPV [V], BATTERY.currentCapacity [mAh], BATTERY.fullCapacity [mAh], BATTERY.voltage [V], BATTERY.isCellVoltageEstimated, BATTERY.cellVoltage1 [V], BATTERY.cellVoltage2 [V], BATTERY.cellVoltage3 [V], BATTERY.cellVoltage4 [V], BATTERY.maxCellVoltageDeviation, BATTERY.isCellVoltageDeviationHigh, BATTERY.isVoltageLow, BATTERY.current [A], BATTERY.temperature [F], BATTERY.minTemperature [F], BATTERY.maxTemperature [F], BATTERY.usefulTime [s], BATTERY.goHomeTime [s], BATTERY.landTime [s], BATTERY.goHomeBattery, BATTERY.landBattery, BATTERY.safeFlyRadius, BATTERY.volumeConsume, BATTERY.status, BATTERY.goHomeStatus, BATTERY.goHomeCountdown, BATTERY.lowWarning, BATTERY.lowWarningGoHome, BATTERY.seriousLowWarning, BATTERY.seriousLowWarningLanding, BATTERY.timesCharged, MC.failSafeAction, HOME.latitude, HOME.longitude, HOME.distance [ft], HOME.height [ft], HOME.heightLimit [ft], HOME.isHomeRecord, HOME.goHomeMode, HOME.aircraftHeadDirection, HOME.isDynamicHomePointEnabled, HOME.isReachedLimitDistance, HOME.isReachedLimitHeight, HOME.isCompassCeleing, HOME.compassCeleStatus, HOME.isMultipleFlightModeEnabled, HOME.isBeginnerMode, HOME.isIOCEnabled, HOME.iocMode, HOME.goHomeHeight [ft], HOME.courseLockAngle, HOME.forceLandingHeight [ft], HOME.wind, HOME.dataRecorderFileIndex, RECOVER.appType, RECOVER.appVersion, RECOVER.aircraftName, RECOVER.aircraftSerial, RECOVER.cameraSerial, RECOVER.rcSerial, RECOVER.batterySerial, DETAILS.totalTime [s], DETAILS.totalDistance [ft], DETAILS.maxHeight [ft], DETAILS.maxHorizontalSpeed [MPH], DETAILS.maxVerticalSpeed [MPH], DETAILS.photoNum, DETAILS.videoTime [s], DETAILS.aircraftName, DETAILS.aircraftSerial, DETAILS.cameraSerial, DETAILS.rcSerial, DETAILS.batterySerial, DETAILS.appName, DETAILS.appType, DETAILS.appVersion, APPGPS.latitude, APPGPS.longitude, APPGPS.accuracy, APP.message, APP.tip, APP.warning
11,11/20/2018,01:23.4,0m 1.4s,1.4,39.89193094,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3.1,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
12,11/20/2018,01:23.5,0m 1.5s,1.5,39.89193094,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
13,11/20/2018,01:23.6,0m 1.6s,1.6,39.89193094,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
14,11/20/2018,01:23.7,0m 1.7s,1.7,39.89193095,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,0.9,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
15,11/20/2018,01:23.8,0m 1.8s,1.8,39.89193095,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,0.9,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
16,11/20/2018,01:23.9,0m 1.9s,1.9,39.89193096,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
17,11/20/2018,01:24.0,0m 2.0s,2,39.89193096,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
18,11/20/2018,01:24.1,0m 2.1s,2.1,39.89193096,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
19,11/20/2018,01:24.2,0m 2.2s,2.2,39.89193096,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
20,11/20/2018,01:24.3,0m 2.3s,2.3,39.89193111,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.53,FALSE,4.136,4.131,4.135,4.128,0.008,FALSE,FALSE,,,,,0,0,0,15,10,6323.9,1621.5,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
21,11/20/2018,01:24.4,0m 2.4s,2.4,39.89193112,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.595,FALSE,4.154,4.146,4.15,4.145,0.009,FALSE,FALSE,,,,,0,0,0,15,10,6708.9,1720.22,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
22,11/20/2018,01:24.5,0m 2.5s,2.5,39.8919311,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.595,FALSE,4.154,4.146,4.15,4.145,0.009,FALSE,FALSE,,,,,0,0,0,15,10,6708.9,1720.22,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
23,11/20/2018,01:24.6,0m 2.6s,2.6,39.89193112,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.595,FALSE,4.154,4.146,4.15,4.145,0.009,FALSE,FALSE,,,,,0,0,0,15,10,6708.9,1720.22,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
24,11/20/2018,01:24.7,0m 2.7s,2.7,39.89193109,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.595,FALSE,4.154,4.146,4.15,4.145,0.009,FALSE,FALSE,,,,,0,0,0,15,10,6708.9,1720.22,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
25,11/20/2018,01:24.8,0m 2.8s,2.8,39.89193111,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.595,FALSE,4.154,4.146,4.15,4.145,0.009,FALSE,FALSE,,,,,0,0,0,15,10,6708.9,1720.22,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
26,11/20/2018,01:24.9,0m 2.9s,2.9,39.89193094,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.595,FALSE,4.154,4.146,4.15,4.145,0.009,FALSE,FALSE,,,,,0,0,0,15,10,6708.9,1720.22,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
27,11/20/2018,01:25.0,0m 3.0s,3,39.89193094,-105.2622353,0,0,0.3,6403,0,0,0,0,0,0,0,0,-3,2.7,40.5,40.5,Manual Takeoff,Other,Takeoff (RC Assisted),17,5,TRUE,,Mavic 2 Enterprise,TRUE,FALSE,,Smart,RC,TRUE,TRUE,FALSE,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Follow Yaw,0,0,40.7,40.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Normal,,,1024,1024,1024,1024,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,83,,,,16.595,FALSE,4.154,4.146,4.15,4.145,0.009,FALSE,FALSE,,,,,0,0,0,15,10,6708.9,1720.22,,Idle,0,25,FALSE,10,TRUE,,Go Home,39.89193145,-105.262232,1,6147.7,393.7,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Course Lock,98.4,70.9,16.4,Calm,9,Android, 4.8.0,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,205.2,6294.9,51.2,31.8,9.4,0,199,dronefo...-Mavic 2 Enterprise,276DFAK001T843,0K8HFA9011005G,,161AFA863601GT,,Android, 4.8.0,,,,,,
